Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),,PT08.S5(O3),T,RH,AH,T2,RH2,AH2,
01-07-2004,21.00.00,1,,,,9,1078,-200,10,2,985,106,778,111,1697,925,28,3457,
01-07-2004,22.00.00,2,,,,1,1140,-200,11,6,1035,107,726,112,1779,1059,27,4372,
01-07-2004,23.00.00,2,,,,5,1239,-200,14,3,1127,134,648,120,1930,1201,26,5645,
02-07-2004,00.00.00,2,,,,3,1171,-200,13,3,1093,117,669,105,1862,1205,26,5115,
02-07-2004,01.00.00,1,,,,7,1065,-200,10,0,977,83,736,90,1733,1103,25,5174,
02-07-2004,02.00.00,1,,,,5,1024,-200,7,6,882,77,791,87,1662,1072,25,5130,
02-07-2004,03.00.00,0,,,,8,873,-200,3,4,679,-200,1010,-200,1501,713,26,4773,
02-07-2004,04.00.00,-200,874,-200,3,3,668,37,1043,3,47,,,,,,,,
02-07-2004,05.00.00,0,,,,5,887,-200,2,9,647,50,1046,61,1500,740,25,5115,
02-07-2004,06.00.00,0,,,,8,993,-200,5,6,795,60,888,63,1629,770,24,5654,
02-07-2004,07.00.00,2,,,,6,1299,-200,17,5,1225,179,620,102,2077,1327,25,6150,
02-07-2004,08.00.00,4,,,,9,1529,-200,29,0,1526,300,476,149,2559,1763,27,6396,
02-07-2004,09.00.00,2,,,,9,1320,-200,17,0,1210,263,595,147,2052,1477,29,6082,
02-07-2004,10.00.00,2,,,,8,1226,-200,15,6,1168,265,650,158,1952,1311,33,4693,
02-07-2004,11.00.00,1,,,,8,1105,-200,10,1,980,164,777,112,1745,980,34,4991,
02-07-2004,12.00.00,1,,,,8,1160,-200,11,7,1040,122,720,108,1810,961,35,5557,
02-07-2004,13.00.00,1,,,,9,1125,-200,12,0,1051,125,730,120,1771,923,36,4313,
02-07-2004,14.00.00,1,,,,7,1099,-200,11,0,1015,125,763,117,1732,839,38,4036,
02-07-2004,15.00.00,1,,,,7,1124,-200,11,2,1021,115,745,119,1735,827,38,4868,
02-07-2004,16.00.00,1,,,,9,1105,-200,10,5,995,162,778,149,1681,821,37,4229,
02-07-2004,17.00.00,2,,,,1,1035,-200,11,8,1043,149,804,174,1647,749,34,543,
02-07-2004,18.00.00,2,,,,4,1065,-200,13,8,1110,161,757,163,1691,871,33,590,
02-07-2004,19.00.00,3,1051,-200,17,3,1220,201,739,4,18,,,,,,,,
02-07-2004,20.00.00,2,,,,8,1073,-200,14,2,1124,209,752,154,1688,1175,29,9623,
02-07-2004,21.00.00,1,,,,9,1008,-200,10,7,1004,133,817,124,1588,1125,27,9736,
02-07-2004,22.00.00,2,,,,1,1090,-200,12,7,1073,133,745,122,1693,1124,26,338,
02-07-2004,23.00.00,1,,,,8,1048,-200,10,1,983,134,780,119,1643,1064,25,935,
03-07-2004,00.00.00,2,,,,5,1131,-200,13,1,1087,164,705,131,1738,1240,24,1125,
03-07-2004,01.00.00,1,,,,1,953,-200,7,4,874,72,854,84,1528,899,24,1118,
03-07-2004,02.00.00,0,,,,7,897,-200,4,6,745,50,968,77,1461,807,23,1571,
03-07-2004,03.00.00,0,,,,7,900,-200,4,7,750,-200,932,-200,1494,817,21,1991,
03-07-2004,04.00.00,0,,,,4,828,-200,2,8,639,27,1077,41,1371,573,22,1629,
03-07-2004,05.00.00,0,,,,7,892,-200,4,5,739,74,964,68,1479,768,20,1844,
03-07-2004,06.00.00,0,,,,7,914,-200,5,9,809,69,912,69,1530,807,20,1760,
03-07-2004,07.00.00,1,,,,8,1096,-200,11,1,1017,162,722,101,1743,1204,21,2086,
03-07-2004,08.00.00,2,,,,3,1173,-200,14,4,1130,208,648,120,1885,1401,23,2344,
03-07-2004,09.00.00,1,,,,9,1125,-200,11,1,1016,168,712,124,1725,1256,25,2921,
03-07-2004,10.00.00,1,,,,7,1079,-200,9,9,976,139,781,113,1669,999,29,2883,
03-07-2004,11.00.00,1,,,,3,974,-200,8,8,930,104,872,97,1536,712,33,1067,
03-07-2004,12.00.00,1,,,,5,977,-200,9,9,973,99,865,94,1550,712,36,9465,
03-07-2004,13.00.00,1,,,,3,912,-200,7,4,873,89,946,86,1436,614,36,9177,
03-07-2004,14.00.00,0,,,,8,896,-200,6,1,817,57,992,70,1426,554,37,9998,
03-07-2004,15.00.00,0,,,,8,896,-200,6,2,822,64,1002,70,1391,722,37,9721,
03-07-2004,16.00.00,1,,,,1,956,-200,7,1,862,65,930,82,1479,636,38,933,
03-07-2004,17.00.00,1,,,,2,970,-200,8,0,900,79,909,93,1524,664,36,789,
03-07-2004,18.00.00,1,,,,2,929,-200,7,3,869,80,942,89,1454,624,35,9561,
03-07-2004,19.00.00,1,,,,4,947,-200,8,7,926,81,905,90,1484,659,31,9462,
03-07-2004,20.00.00,1,,,,1,1003,-200,7,5,880,59,864,67,1537,695,29,1792,
03-07-2004,21.00.00,1,,,,5,1045,-200,9,0,940,90,822,94,1658,920,27,2022,
03-07-2004,22.00.00,2,1125,-200,11,6,1035,122,728,7,35,,,,,,,,
03-07-2004,23.00.00,1,,,,9,1138,-200,10,2,985,120,742,103,1710,1141,25,3473,
04-07-2004,00.00.00,2,,,,2,1217,-200,12,3,1060,126,660,101,1840,1227,24,5252,
04-07-2004,01.00.00,1,,,,1,983,-200,6,4,831,68,847,71,1585,887,24,3476,
04-07-2004,02.00.00,1,,,,1,1007,-200,7,2,864,65,816,71,1639,987,22,3805,
04-07-2004,03.00.00,0,,,,8,957,-200,6,1,816,-200,846,-200,1613,903,22,3891,
04-07-2004,04.00.00,0,,,,6,914,-200,4,3,725,38,949,49,1550,780,21,4094,
04-07-2004,05.00.00,0,,,,6,886,-200,3,8,702,31,971,43,1528,767,20,3994,
04-07-2004,06.00.00,0,,,,6,899,-200,4,0,708,40,972,44,1559,780,21,4178,
04-07-2004,07.00.00,0,,,,6,942,-200,4,2,723,36,968,42,1573,698,23,5177,
04-07-2004,08.00.00,1,,,,1,1022,-200,6,1,817,64,835,69,1669,821,23,5731,
04-07-2004,09.00.00,1,1009,-200,6,0,810,56,859,4,49,,,,,,,,
04-07-2004,10.00.00,1,1025,-200,5,9,809,56,877,6,37,,,,,,,,
04-07-2004,11.00.00,1,977,-200,5,4,783,43,939,9,26,,,,,,,,
04-07-2004,12.00.00,0,,,,8,936,-200,4,9,757,40,1007,52,1459,523,35,2933,
04-07-2004,13.00.00,0,,,,7,884,-200,3,9,703,34,1076,46,1394,488,37,2220,
04-07-2004,14.00.00,0,,,,4,809,-200,3,2,664,28,1185,40,1270,427,38,9942,
04-07-2004,15.00.00,0,,,,5,852,-200,4,1,718,32,1109,47,1307,468,39,149,
04-07-2004,16.00.00,0,,,,6,872,-200,4,0,708,39,1106,56,1331,489,38,613,
04-07-2004,17.00.00,0,,,,7,839,-200,4,8,752,52,1102,64,1298,515,37,8211,
04-07-2004,18.00.00,0,,,,9,854,-200,5,5,788,60,1064,71,1310,562,35,7749,
04-07-2004,19.00.00,1,,,,6,971,-200,9,1,942,104,900,103,1541,776,32,9345,
04-07-2004,20.00.00,1,,,,6,985,-200,9,1,944,102,866,97,1541,833,30,9869,
04-07-2004,21.00.00,1,,,,7,1027,-200,10,1,981,120,817,108,1631,1023,28,806,
04-07-2004,22.00.00,1,,,,3,1012,-200,7,4,876,89,853,87,1580,967,26,1842,
04-07-2004,23.00.00,1,,,,9,1086,-200,9,9,973,121,766,104,1656,1089,25,2452,
05-07-2004,00.00.00,1,,,,5,1025,-200,9,0,939,107,790,93,1635,1103,24,1845,
05-07-2004,01.00.00,0,,,,6,848,-200,3,7,692,41,1034,55,1412,734,25,1499,
05-07-2004,02.00.00,0,,,,4,839,-200,3,0,652,34,1075,49,1405,671,22,1589,
05-07-2004,03.00.00,0,,,,3,814,-200,2,5,618,-200,1097,-200,1400,696,21,1761,
05-07-2004,04.00.00,-200,816,-200,2,6,624,41,1073,7,51,,,,,,,,
05-07-2004,05.00.00,0,,,,4,799,-200,2,4,613,38,1120,43,1387,641,21,1665,
05-07-2004,06.00.00,0,,,,7,879,-200,5,6,792,59,906,57,1521,825,21,1654,
05-07-2004,07.00.00,2,1104,-200,14,3,1125,165,697,6,44,,,,,,,,
05-07-2004,08.00.00,3,,,,9,1344,-200,27,7,1496,287,519,134,2311,1651,23,988,
05-07-2004,09.00.00,3,,,,6,1226,-200,19,1,1272,317,632,157,1901,1474,26,9953,
05-07-2004,10.00.00,3,,,,2,1157,-200,15,9,1176,330,691,175,1779,1370,30,10,
05-07-2004,11.00.00,2,,,,2,1059,-200,12,3,1060,204,798,147,1638,1141,34,48,
05-07-2004,12.00.00,2,,,,2,1076,-200,12,2,1057,189,778,140,1633,1076,36,636,
05-07-2004,13.00.00,2,,,,1,1066,-200,11,7,1041,165,783,137,1641,1036,37,914,
05-07-2004,14.00.00,1,,,,8,1049,-200,10,4,994,139,813,123,1580,881,39,1020,
05-07-2004,15.00.00,2,1097,-200,12,7,1074,156,776,4,14,,,,,,,,
05-07-2004,16.00.00,1,,,,8,1087,-200,11,1,1018,130,791,132,1624,883,40,1699,
05-07-2004,17.00.00,3,1269,-200,19,0,1269,173,633,3,18,,,,,,,,
05-07-2004,18.00.00,4,,,,3,1328,-200,24,1,1405,302,584,203,2072,1518,37,2437,
05-07-2004,19.00.00,3,,,,5,1200,-200,19,1,1270,239,654,176,1906,1264,33,1747,
05-07-2004,20.00.00,2,,,,5,1098,-200,13,6,1105,139,732,125,1768,1061,30,2501,
05-07-2004,21.00.00,1,,,,8,1058,-200,10,7,1004,92,776,98,1684,947,28,2776,
05-07-2004,22.00.00,1,,,,9,1081,-200,11,3,1025,104,738,103,1757,1059,27,3207,
05-07-2004,23.00.00,1,,,,9,1062,-200,9,6,962,108,776,104,1674,1030,26,3249,
06-07-2004,00.00.00,1,,,,9,1078,-200,9,8,971,107,752,105,1694,1065,25,3700,
06-07-2004,01.00.00,0,,,,9,917,-200,4,9,761,55,931,75,1497,893,25,3461,
06-07-2004,02.00.00,0,,,,7,881,-200,4,1,718,43,965,60,1510,837,23,3677,
06-07-2004,03.00.00,0,,,,6,865,-200,3,3,671,-200,1012,-200,1477,807,23,3607,
06-07-2004,04.00.00,0,,,,4,829,-200,2,2,602,23,1123,36,1410,596,23,3361,
06-07-2004,05.00.00,0,,,,7,913,-200,4,6,743,65,931,66,1540,884,21,3539,
06-07-2004,06.00.00,1,,,,6,1077,-200,10,2,985,165,742,97,1780,1170,21,3529,
06-07-2004,07.00.00,3,,,,8,1337,-200,23,3,1386,274,565,115,2196,1596,22,3546,
06-07-2004,08.00.00,5,,,,1,1467,-200,31,0,1575,369,472,145,2460,1873,24,3422,
06-07-2004,09.00.00,3,,,,4,1257,-200,17,6,1227,308,611,162,1954,1608,26,3556,
06-07-2004,10.00.00,2,,,,6,1227,-200,14,3,1125,227,675,147,1835,1470,30,4135,
06-07-2004,11.00.00,2,,,,2,1188,-200,13,7,1108,178,693,132,1818,1275,34,4404,
06-07-2004,12.00.00,3,,,,4,1301,-200,19,3,1276,267,631,179,1953,1407,38,3701,
06-07-2004,13.00.00,3,,,,4,1201,-200,19,3,1278,278,657,174,1892,1302,39,2028,
06-07-2004,14.00.00,1,,,,8,1058,-200,11,3,1026,165,794,132,1622,931,39,1410,
06-07-2004,15.00.00,2,1037,-200,12,7,1075,172,789,2,13,,,,,,,,
06-07-2004,16.00.00,2,,,,4,1055,-200,15,3,1157,216,762,168,1674,985,39,9332,
06-07-2004,17.00.00,3,,,,8,1179,-200,22,5,1364,306,661,192,1845,1265,39,8894,
06-07-2004,18.00.00,4,,,,4,1298,-200,25,0,1430,317,632,194,1946,2475,37,9015,
06-07-2004,19.00.00,3,,,,9,1213,-200,21,1,1327,251,654,155,1864,2021,34,9444,
06-07-2004,20.00.00,4,1233,-200,23,8,1398,230,613,6,20,,,,,,,,
06-07-2004,21.00.00,2,,,,5,1086,-200,14,9,1145,154,737,125,1717,1426,30,9889,
06-07-2004,22.00.00,2,,,,1,1056,-200,12,8,1078,137,765,108,1668,1272,28,9793,
06-07-2004,23.00.00,2,,,,4,1138,-200,14,3,1128,133,681,110,1737,1490,27,1018,
07-07-2004,00.00.00,2,,,,1,1112,-200,14,3,1128,117,675,99,1771,1440,26,1381,
07-07-2004,01.00.00,1,,,,6,992,-200,9,2,948,106,773,95,1609,1271,26,1377,
07-07-2004,02.00.00,0,,,,8,895,-200,5,1,767,55,931,69,1463,985,25,1065,
07-07-2004,03.00.00,0,,,,5,843,-200,3,0,655,-200,1046,-200,1377,826,24,1109,
07-07-2004,04.00.00,0,,,,4,828,-200,2,6,626,27,1073,45,1362,754,25,1096,
07-07-2004,05.00.00,0,,,,5,894,-200,4,0,709,46,997,53,1432,853,24,1077,
07-07-2004,06.00.00,1,,,,3,1072,-200,9,9,976,144,740,88,1673,1340,23,1522,
07-07-2004,07.00.00,4,,,,1,1425,-200,27,3,1486,392,512,136,2305,1869,24,1808,
07-07-2004,08.00.00,4,,,,1,1428,-200,27,9,1500,358,496,141,2275,2021,26,2036,
07-07-2004,09.00.00,4,1359,-200,24,5,1415,381,572,6,28,,,,,,,,
07-07-2004,10.00.00,2,,,,2,1182,-200,14,2,1122,261,730,166,1707,1527,34,1398,
07-07-2004,11.00.00,2,1117,-200,11,9,1045,207,761,3,17,,,,,,,,
07-07-2004,12.00.00,2,1119,-200,13,1,1088,155,741,4,14,,,,,,,,
07-07-2004,13.00.00,2,,,,2,1068,-200,15,1,1152,193,739,142,1683,1309,42,8012,
07-07-2004,14.00.00,2,,,,2,1090,-200,14,1,1120,195,743,130,1629,1283,42,8478,
07-07-2004,15.00.00,1,,,,8,1056,-200,11,3,1024,159,792,121,1555,1068,41,8872,
07-07-2004,16.00.00,1,,,,8,1098,-200,10,8,1007,120,799,116,1546,937,41,154,
07-07-2004,17.00.00,3,,,,3,1318,-200,21,5,1339,228,635,177,1925,1416,39,106,
07-07-2004,18.00.00,4,,,,3,1348,-200,21,8,1347,348,599,233,1903,1611,36,960,
07-07-2004,19.00.00,5,,,,3,1502,-200,29,8,1546,337,538,223,2199,1919,35,1646,
07-07-2004,20.00.00,4,,,,3,1373,-200,22,5,1364,282,597,184,2005,1745,33,1658,
07-07-2004,21.00.00,3,,,,6,1397,-200,21,8,1346,228,580,165,2017,1837,31,2671,
07-07-2004,22.00.00,2,,,,4,1286,-200,17,1,1214,168,620,132,1880,1759,31,3055,
07-07-2004,23.00.00,2,,,,1,1222,-200,15,4,1161,173,661,122,1827,1593,30,3026,
08-07-2004,00.00.00,1,,,,2,1069,-200,10,2,983,87,749,88,1627,1357,29,2502,
08-07-2004,01.00.00,0,,,,9,1011,-200,7,2,864,65,809,79,1532,1231,28,2361,
08-07-2004,02.00.00,0,,,,6,962,-200,5,8,803,43,853,60,1507,1066,27,2310,
08-07-2004,03.00.00,0,,,,5,919,-200,4,2,723,-200,910,-200,1443,992,26,2243,
08-07-2004,04.00.00,-200,969,-200,5,1,769,43,866,5,40,,,,,,,,
08-07-2004,05.00.00,0,,,,6,986,-200,5,4,784,66,839,74,1503,1204,25,2545,
08-07-2004,06.00.00,0,,,,6,990,-200,6,2,821,57,848,62,1511,1079,27,2518,
08-07-2004,07.00.00,2,,,,2,1296,-200,16,9,1208,231,603,115,1914,1593,25,2289,
08-07-2004,08.00.00,3,,,,2,1371,-200,23,2,1384,219,545,119,2082,1745,28,2441,
08-07-2004,09.00.00,3,1385,-200,18,0,1240,288,596,5,32,,,,,,,,
08-07-2004,10.00.00,2,,,,7,1381,-200,17,6,1227,312,595,162,1903,1845,29,3693,
08-07-2004,11.00.00,3,,,,2,1396,-200,20,3,1306,361,587,189,1934,1886,33,3586,
08-07-2004,12.00.00,1,,,,4,1070,-200,10,6,1000,147,801,115,1538,1039,40,1604,
08-07-2004,13.00.00,1,,,,3,1076,-200,9,9,972,111,819,109,1525,923,41,1989,
08-07-2004,14.00.00,1,,,,4,1126,-200,10,7,1004,98,788,108,1609,926,41,2071,
08-07-2004,15.00.00,2,,,,1,1225,-200,16,5,1196,156,673,145,1775,1277,41,1944,
08-07-2004,16.00.00,2,,,,4,1202,-200,16,9,1206,213,671,167,1807,1301,40,1140,
08-07-2004,17.00.00,3,,,,1,1308,-200,20,5,1310,250,628,200,1891,1385,39,1705,
08-07-2004,18.00.00,3,,,,5,1440,-200,19,4,1281,253,580,178,2021,1474,36,6308,
08-07-2004,19.00.00,5,,,,1,1611,-200,30,0,1552,317,487,206,2371,1948,34,6110,
08-07-2004,20.00.00,4,,,,5,1387,-200,24,6,1419,309,559,192,2113,1677,33,3515,
08-07-2004,21.00.00,2,,,,9,1268,-200,16,9,1206,201,648,137,1900,1434,32,3044,
08-07-2004,22.00.00,2,,,,6,1237,-200,15,8,1175,173,660,128,1834,1424,30,2742,
08-07-2004,23.00.00,2,,,,7,1302,-200,16,6,1198,156,628,121,1934,1504,29,4383,
09-07-2004,00.00.00,3,,,,2,1347,-200,19,5,1282,190,575,136,1996,1661,29,3800,
09-07-2004,01.00.00,2,,,,3,1355,-200,16,6,1198,129,564,109,1905,1714,27,5370,
09-07-2004,02.00.00,1,1023,-200,6,2,822,65,823,9,41,,,,,,,,
09-07-2004,03.00.00,0,,,,5,903,-200,2,7,631,-200,1070,-200,1458,550,27,6039,
09-07-2004,04.00.00,0,,,,4,876,-200,2,3,605,29,1144,40,1432,456,27,5177,
09-07-2004,05.00.00,0,,,,6,932,-200,3,9,707,58,1011,61,1509,554,26,4713,
09-07-2004,06.00.00,1,1020,-200,7,2,866,92,847,9,40,,,,,,,,
09-07-2004,07.00.00,2,,,,9,1264,-200,18,1,1241,228,609,129,1989,1280,27,3081,
09-07-2004,08.00.00,2,,,,7,1179,-200,15,1,1153,172,654,-200,1877,1096,27,2396,
09-07-2004,09.00.00,1,,,,8,1079,-200,9,7,966,154,785,115,1640,927,27,1545,
09-07-2004,10.00.00,1,,,,8,1036,-200,9,4,955,166,829,130,1527,840,30,592,
09-07-2004,11.00.00,1,,,,7,1002,-200,9,6,964,149,828,137,1546,786,32,9902,
09-07-2004,12.00.00,1,,,,5,995,-200,9,5,959,111,856,116,1544,690,33,9587,
09-07-2004,13.00.00,1,,,,7,1008,-200,9,6,962,145,845,129,1545,742,34,325,
09-07-2004,14.00.00,1,,,,3,978,-200,9,6,962,105,846,117,1527,680,34,399,
09-07-2004,15.00.00,1,,,,5,989,-200,10,3,990,113,822,138,1577,705,33,195,
09-07-2004,16.00.00,1,,,,5,961,-200,10,2,985,115,845,139,1554,677,32,9150,
09-07-2004,17.00.00,2,,,,3,1009,-200,14,0,1116,202,779,180,1602,877,32,8124,
09-07-2004,18.00.00,2,,,,2,970,-200,14,0,1117,180,786,162,1579,844,31,7526,
09-07-2004,19.00.00,2,,,,8,1097,-200,16,6,1199,190,699,158,1738,1006,28,9412,
09-07-2004,20.00.00,2,,,,7,1065,-200,13,6,1105,207,723,162,1672,987,26,330,
09-07-2004,21.00.00,1,,,,7,1036,-200,10,2,986,113,776,112,1614,868,24,1357,
09-07-2004,22.00.00,1,,,,5,1049,-200,9,5,958,98,794,104,1648,861,23,2495,
09-07-2004,23.00.00,2,,,,3,1147,-200,11,8,1043,152,727,125,1719,1042,23,2815,
10-07-2004,00.00.00,2,,,,3,1118,-200,13,0,1082,161,694,127,1792,1080,22,2977,
10-07-2004,01.00.00,1,,,,5,1016,-200,9,6,963,91,776,95,1661,811,22,3081,
10-07-2004,02.00.00,1,940,-200,6,7,845,57,845,6,51,,,,,,,,
10-07-2004,03.00.00,0,,,,5,836,-200,2,9,643,-200,1114,-200,1405,522,22,3379,
10-07-2004,04.00.00,0,,,,3,831,-200,2,6,626,22,1126,33,1406,484,22,3333,
10-07-2004,05.00.00,0,,,,4,877,-200,4,0,711,41,1018,45,1475,580,21,3313,
10-07-2004,06.00.00,0,,,,5,872,-200,4,3,725,53,976,56,1471,668,21,3181,
10-07-2004,07.00.00,0,,,,9,958,-200,5,9,805,92,886,74,1551,835,22,3296,
10-07-2004,08.00.00,1,,,,1,959,-200,6,8,848,91,859,84,1572,739,25,3010,
10-07-2004,09.00.00,1,,,,4,997,-200,8,8,933,89,799,93,1612,763,26,2596,
10-07-2004,10.00.00,1,,,,1,916,-200,6,7,843,81,891,97,1511,614,29,1751,
10-07-2004,11.00.00,0,,,,9,895,-200,6,4,831,66,946,83,1473,566,31,487,
10-07-2004,12.00.00,0,,,,8,855,-200,6,0,812,53,982,71,1416,508,32,9806,
10-07-2004,13.00.00,0,,,,8,861,-200,6,0,811,61,997,78,1409,509,33,9634,
10-07-2004,14.00.00,0,,,,6,821,-200,5,0,766,48,1071,62,1323,457,33,8391,
10-07-2004,15.00.00,0,,,,6,835,-200,4,4,731,39,1108,54,1323,438,33,9081,
10-07-2004,16.00.00,0,,,,5,813,-200,4,4,732,41,1118,59,1303,427,32,8599,
10-07-2004,17.00.00,0,,,,7,833,-200,5,5,786,48,1064,69,1328,453,31,8624,
10-07-2004,18.00.00,0,,,,8,859,-200,5,8,803,50,1032,67,1363,479,30,9064,
10-07-2004,19.00.00,0,,,,9,887,-200,5,3,778,51,978,58,1387,500,27,13,
10-07-2004,20.00.00,1,,,,3,970,-200,8,0,900,70,856,77,1559,647,26,1228,
10-07-2004,21.00.00,1,,,,3,990,-200,7,2,866,89,866,94,1551,728,24,1929,
10-07-2004,22.00.00,1,,,,4,1022,-200,8,0,899,100,846,97,1588,820,23,2290,
10-07-2004,23.00.00,1,,,,9,1075,-200,10,4,993,139,781,110,1682,946,23,2317,
11-07-2004,00.00.00,2,,,,3,1088,-200,11,6,1035,176,751,116,1713,1018,22,2299,
11-07-2004,01.00.00,1,925,-200,6,4,831,71,880,6,47,,,,,,,,
11-07-2004,02.00.00,0,,,,5,853,-200,4,1,716,37,994,51,1423,647,22,1965,
11-07-2004,03.00.00,1,918,-200,6,4,830,-200,875,4,51,,,,,,,,
11-07-2004,04.00.00,0,,,,4,796,-200,2,7,636,30,1092,40,1387,576,20,2041,
11-07-2004,05.00.00,0,,,,3,796,-200,2,6,628,29,1136,36,1385,555,20,2119,
11-07-2004,06.00.00,0,,,,2,795,-200,2,3,606,25,1152,35,1369,552,21,2189,
11-07-2004,07.00.00,0,,,,4,842,-200,3,1,656,40,1080,48,1427,620,20,2470,
11-07-2004,08.00.00,0,,,,3,850,-200,3,1,659,32,1077,38,1402,557,23,2596,
11-07-2004,09.00.00,0,,,,6,884,-200,4,0,709,43,1027,54,1442,556,25,2334,
11-07-2004,10.00.00,0,,,,6,907,-200,4,6,741,44,983,57,1486,573,27,2433,
11-07-2004,11.00.00,0,,,,6,846,-200,3,9,703,35,1034,54,1380,514,29,1116,
11-07-2004,12.00.00,0,,,,5,827,-200,3,8,697,32,1070,46,1371,478,29,489,
11-07-2004,13.00.00,0,,,,4,804,-200,2,8,636,21,1185,36,1321,424,31,366,
11-07-2004,14.00.00,0,,,,2,775,-200,2,5,619,10,1254,19,1272,386,32,9488,
11-07-2004,15.00.00,0,,,,4,802,-200,3,0,651,22,1206,34,1282,403,32,9220,
11-07-2004,16.00.00,0,,,,6,844,-200,4,7,751,46,1064,63,1327,462,33,8758,
11-07-2004,17.00.00,0,,,,9,881,-200,5,0,765,66,1029,86,1359,489,32,9273,
11-07-2004,18.00.00,0,,,,7,877,-200,4,5,736,49,1077,65,1347,463,29,9831,
11-07-2004,19.00.00,1,,,,2,931,-200,7,7,885,86,892,101,1467,585,26,9480,
11-07-2004,20.00.00,1,,,,6,1011,-200,9,7,967,111,818,116,1565,748,25,9815,
11-07-2004,21.00.00,1,,,,8,1035,-200,11,0,1015,143,757,124,1651,940,24,684,
11-07-2004,22.00.00,2,,,,4,1153,-200,11,8,1042,184,733,136,1700,1022,23,2104,
11-07-2004,23.00.00,1,,,,5,1020,-200,8,7,929,134,805,108,1615,929,22,1962,
12-07-2004,00.00.00,0,,,,9,954,-200,7,5,879,78,837,82,1550,834,21,1244,
12-07-2004,01.00.00,0,,,,8,903,-200,5,7,800,50,911,68,1478,751,20,1198,
12-07-2004,02.00.00,0,,,,2,779,-200,2,0,581,13,1204,22,1323,505,21,1482,
12-07-2004,03.00.00,0,,,,1,761,-200,1,4,540,-200,1269,-200,1303,486,22,1491,
12-07-2004,04.00.00,-200,780,-200,1,8,568,24,1200,9,51,,,,,,,,
12-07-2004,05.00.00,0,,,,5,835,-200,3,3,672,43,1053,43,1423,628,20,1967,
12-07-2004,06.00.00,1,,,,4,1004,-200,9,4,955,146,758,84,1671,1043,18,2076,
12-07-2004,07.00.00,3,,,,3,1272,-200,21,1,1328,333,567,108,2085,1463,19,2278,
12-07-2004,08.00.00,3,,,,6,1173,-200,17,2,1217,298,625,112,1945,1358,21,2452,
12-07-2004,09.00.00,1,,,,7,986,-200,8,5,922,178,820,104,1586,971,21,1867,
12-07-2004,10.00.00,1,,,,5,942,-200,6,8,849,177,907,107,1496,894,23,1172,
12-07-2004,11.00.00,1,,,,6,957,-200,7,4,875,172,891,102,1525,871,25,763,
12-07-2004,12.00.00,2,,,,1,1024,-200,12,1,1052,183,779,104,1690,952,28,479,
12-07-2004,13.00.00,2,,,,1,962,-200,9,6,963,164,835,96,1592,843,27,9812,
12-07-2004,14.00.00,1,,,,6,958,-200,7,4,873,122,868,80,1550,750,24,966,
12-07-2004,15.00.00,1,,,,3,933,-200,6,4,831,105,888,72,1514,710,26,1509,
12-07-2004,16.00.00,1,,,,6,942,-200,8,3,912,144,842,106,1551,814,24,222,
12-07-2004,17.00.00,3,,,,1,1073,-200,14,0,1117,220,693,119,1762,1052,24,708,
12-07-2004,18.00.00,3,,,,3,1086,-200,15,3,1159,207,686,119,1782,1060,23,187,
12-07-2004,19.00.00,3,,,,4,1091,-200,15,4,1161,210,682,128,1797,1153,23,282,
12-07-2004,20.00.00,2,,,,8,980,-200,10,9,1009,175,786,112,1625,986,23,9768,
12-07-2004,21.00.00,1,,,,5,904,-200,7,5,877,117,890,95,1488,781,22,9880,
12-07-2004,22.00.00,1,,,,3,865,-200,5,2,773,93,991,85,1414,653,21,9686,
12-07-2004,23.00.00,1,,,,6,898,-200,7,1,863,118,911,101,1493,777,20,9596,
13-07-2004,00.00.00,1,,,,5,945,-200,7,6,883,132,837,94,1563,1015,19,930,
13-07-2004,01.00.00,1,854,-200,5,0,764,88,932,3,51,,,,,,,,
13-07-2004,02.00.00,0,,,,5,751,-200,2,0,587,43,1165,50,1353,678,18,1170,
13-07-2004,03.00.00,0,,,,4,723,-200,1,5,544,-200,1274,-200,1315,584,18,1000,
13-07-2004,04.00.00,0,,,,6,754,-200,2,5,620,44,1102,51,1372,725,16,1042,
13-07-2004,05.00.00,0,,,,7,758,-200,3,3,670,50,1070,42,1365,688,16,629,
13-07-2004,06.00.00,1,,,,3,873,-200,7,3,871,101,871,62,1528,887,16,515,
13-07-2004,07.00.00,4,1176,-200,23,8,1398,339,567,3,54,,,,,,,,
13-07-2004,08.00.00,5,1257,-200,27,6,1495,379,524,2,48,,,,,,,,
13-07-2004,09.00.00,3,,,,6,1137,-200,16,7,1200,321,648,135,1821,1489,21,859,
13-07-2004,10.00.00,2,,,,8,1064,-200,14,3,1126,272,711,139,1656,1361,26,138,
13-07-2004,11.00.00,2,,,,6,1026,-200,13,3,1094,278,769,134,1629,1224,31,8634,
13-07-2004,12.00.00,2,,,,7,986,-200,14,5,1133,253,773,141,1619,1174,33,7913,
13-07-2004,13.00.00,2,,,,3,908,-200,11,5,1031,187,857,112,1469,901,34,7158,
13-07-2004,14.00.00,2,888,-200,10,8,1007,149,870,8,13,,,,,,,,
13-07-2004,15.00.00,1,,,,3,843,-200,6,4,830,89,995,72,1339,577,30,8157,
